Transaction_ID,Date,Store_ID,Product_Category,Units_Sold,Unit_Selling_Price,Unit_Cost,Inventory_Purchased_Units,Inventory_Purchase_Cost,Returned_Units,Discount_Applied,Shrinkage_Units,Payment_Method,Supplier,Revenue,COGS,Return_Loss,Shrinkage_Loss,Profit
T00052,2024-08-29,Store_B,Clothing,1,434.87,177.01,49,1647.54,0,0.1,0,Cash,Supplier_W,391.38300000000004,177.01,0.0,0.0,214.37300000000005
T00053,2024-09-21,Store_C,Sports,4,476.81,103.85,38,3503.75,1,0.15,1,Cash,Supplier_X,1621.154,415.4,476.81,103.85,625.0939999999999
T00054,2024-12-11,Store_B,Electronics,1,208.38,276.34,21,7277.21,0,0.27,0,Card,Supplier_W,152.1174,276.34,0.0,0.0,-124.22259999999997
T00055,2024-02-22,Store_C,Clothing,5,258.11,298.35,17,255.38,0,0.02,1,Mobile,Supplier_Y,1264.7390000000003,1491.75,0.0,298.35,-525.3609999999996
T00056,2024-12-05,Store_C,Beauty,3,486.04,76.06,15,2964.87,1,0.2,1,Cash,Supplier_W,1166.496,228.18,486.04,76.06,376.2160000000001
T00057,2024-04-01,Store_C,Clothing,5,145.36,366.21,1,6450.33,2,0.0,0,Card,Supplier_X,726.8000000000001,1831.05,290.72,0.0,-1394.9699999999998
T00058,2024-09-20,Store_C,Home,3,398.27,301.7,35,1940.93,1,0.19,0,Card,Supplier_W,967.7961,905.0999999999999,398.27,0.0,-335.57389999999987
T00059,2024-02-04,Store_C,Beauty,2,120.37,373.68,19,3096.83,2,0.17,0,Card,Supplier_Y,199.8142,747.36,240.74,0.0,-788.2858
T00060,2024-07-24,Store_C,Home,4,343.92,130.24,15,4911.85,0,0.24,1,Cash,Supplier_W,1045.5168,520.96,0.0,130.24,394.31680000000006
T00061,2024-03-21,Store_C,Beauty,1,134.27,376.04,2,4278.03,2,0.16,1,Card,Supplier_W,112.7868,376.04,268.54,376.04,-907.8332000000001
T00062,2024-02-19,Store_B,Sports,4,443.03,150.56,29,1149.67,1,0.11,1,Mobile,Supplier_W,1577.1868,602.24,443.03,150.56,381.3568
T00063,2024-12-25,Store_A,Clothing,1,285.12,26.32,1,9388.53,2,0.07,1,Card,Supplier_Z,265.16159999999996,26.32,570.24,26.32,-357.71840000000014
T00064,2024-01-02,Store_A,Electronics,5,101.11,306.37,34,538.5,0,0.03,1,Card,Supplier_Y,490.38349999999997,1531.85,0.0,306.37,-1347.8365
T00065,2024-02-23,Store_B,Beauty,5,119.94,282.89,25,7522.45,0,0.16,1,Cash,Supplier_W,503.74800000000005,1414.4499999999998,0.0,282.89,-1193.5919999999996
T00066,2024-04-15,Store_B,Beauty,1,251.99,241.17,4,807.09,2,0.27,1,Card,Supplier_Y,183.9527,241.17,503.98,241.17,-802.3672999999999
T00067,2024-09-16,Store_B,Home,4,481.18,198.51,1,4726.23,0,0.15,0,Cash,Supplier_W,1636.012,794.04,0.0,0.0,841.972
T00068,2024-11-05,Store_B,Sports,1,387.12,17.71,19,1836.57,0,0.22,1,Cash,Supplier_X,301.9536,17.71,0.0,17.71,266.5336
T00069,2024-07-09,Store_C,Home,2,249.27,251.72,33,1496.87,2,0.09,0,Mobile,Supplier_X,453.67140000000006,503.44,498.54,0.0,-548.3086
T00070,2024-08-05,Store_A,Home,5,175.48,169.65,33,1346.39,0,0.13,0,Card,Supplier_X,763.338,848.25,0.0,0.0,-84.91200000000003
T00071,2024-02-13,Store_C,Sports,2,279.14,226.28,19,4582.59,2,0.1,1,Mobile,Supplier_W,502.452,452.56,558.28,226.28,-734.6679999999999
T00072,2024-06-10,Store_A,Electronics,5,376.7,174.58,49,5203.3,2,0.03,0,Mobile,Supplier_Y,1826.995,872.9000000000001,753.4,0.0,200.6949999999997
T00073,2024-07-20,Store_A,Home,5,394.13,386.59,24,1420.51,0,0.13,0,Card,Supplier_X,1714.4655,1932.9499999999998,0.0,0.0,-218.4844999999998
T00074,2024-09-26,Store_B,Home,3,169.06,243.62,19,9796.02,2,0.23,0,Card,Supplier_Z,390.52860000000004,730.86,338.12,0.0,-678.4513999999999
T00075,2024-12-16,Store_C,Beauty,2,363.37,300.95,24,2651.88,0,0.12,1,Cash,Supplier_X,639.5312,601.9,0.0,300.95,-263.3187999999999
T00076,2024-10-30,Store_B,Sports,2,332.32,374.86,13,4642.53,0,0.2,0,Card,Supplier_X,531.712,749.72,0.0,0.0,-218.00800000000004
T00077,2024-09-27,Store_C,Clothing,3,479.97,238.68,46,2241.07,0,0.23,1,Cash,Supplier_Z,1108.7307,716.04,0.0,238.68,154.01070000000004
T00078,2024-08-02,Store_A,Electronics,4,466.23,9.76,43,4989.83,1,0.1,1,Mobile,Supplier_X,1678.428,39.04,466.23,9.76,1163.3980000000001
T00079,2024-09-08,Store_B,Electronics,2,396.8,18.55,42,7584.56,0,0.24,1,Mobile,Supplier_W,603.1360000000001,37.1,0.0,18.55,547.4860000000001
T00080,2024-07-08,Store_B,Sports,1,364.46,282.42,42,5258.91,2,0.1,0,Cash,Supplier_W,328.014,282.42,728.92,0.0,-683.3259999999999
T00081,2024-10-22,Store_A,Beauty,3,144.28,115.24,38,2927.92,2,0.08,0,Card,Supplier_X,398.2128000000001,345.71999999999997,288.56,0.0,-236.0671999999999
T00082,2024-07-31,Store_A,Beauty,2,424.52,233.85,11,2559.13,2,0.07,1,Card,Supplier_Y,789.6071999999999,467.7,849.04,233.85,-760.9828
T00083,2024-07-26,Store_A,Sports,4,219.48,84.9,47,7613.45,1,0.06,1,Cash,Supplier_Y,825.2447999999999,339.6,219.48,84.9,181.26479999999992
T00084,2024-08-24,Store_B,Beauty,2,143.4,111.75,4,1270.56,1,0.22,1,Mobile,Supplier_X,223.704,223.5,143.4,111.75,-254.94599999999997
T00085,2024-12-03,Store_C,Electronics,5,198.24,204.33,1,3762.67,2,0.27,0,Cash,Supplier_Z,723.576,1021.6500000000001,396.48,0.0,-694.5540000000001
T00086,2024-02-22,Store_B,Electronics,1,419.61,390.35,15,1599.68,2,0.07,0,Card,Supplier_W,390.2373,390.35,839.22,0.0,-839.3327000000002
T00087,2024-10-06,Store_C,Clothing,3,82.83,248.43,29,2653.96,1,0.03,0,Card,Supplier_W,241.0353,745.29,82.83,0.0,-587.0847
T00088,2024-08-04,Store_B,Sports,5,233.52,374.78,46,1611.56,2,0.09,0,Cash,Supplier_W,1062.516,1873.8999999999999,467.04,0.0,-1278.424
T00089,2024-09-08,Store_B,Home,4,251.26,383.96,42,8879.05,0,0.2,0,Card,Supplier_X,804.032,1535.84,0.0,0.0,-731.8079999999999
T00090,2024-07-06,Store_A,Home,5,27.95,87.2,37,7345.85,0,0.11,0,Mobile,Supplier_W,124.3775,436.0,0.0,0.0,-311.6225
T00091,2024-02-10,Store_C,Clothing,5,105.92,127.92,44,5653.18,2,0.16,0,Cash,Supplier_X,444.864,639.6,211.84,0.0,-406.5760000000001
T00092,2024-06-05,Store_B,Clothing,4,415.1,309.15,41,2321.81,0,0.22,1,Mobile,Supplier_X,1295.112,1236.6,0.0,309.15,-250.63799999999992
T00093,2024-01-15,Store_B,Beauty,5,417.08,347.37,23,5151.25,2,0.12,0,Mobile,Supplier_Y,1835.152,1736.85,834.16,0.0,-735.8579999999997
T00094,2024-10-27,Store_A,Clothing,3,153.28,210.09,29,5256.25,1,0.3,1,Cash,Supplier_Z,321.888,630.27,153.28,210.09,-671.752
T00095,2024-03-05,Store_A,Clothing,2,438.7,397.32,36,5945.0,2,0.09,0,Cash,Supplier_Z,798.434,794.64,877.4,0.0,-873.606
T00096,2024-12-10,Store_C,Home,5,388.17,9.57,38,694.84,1,0.29,1,Card,Supplier_Z,1378.0035,47.85,388.17,9.57,932.4135
T00097,2024-11-22,Store_B,Beauty,3,214.77,123.34,10,9731.73,0,0.06,0,Card,Supplier_W,605.6514,370.02,0.0,0.0,235.63139999999999
T00098,2024-01-09,Store_C,Clothing,2,376.72,251.15,13,4707.85,0,0.03,0,Cash,Supplier_Y,730.8368,502.3,0.0,0.0,228.53680000000003
T00099,2024-12-09,Store_B,Clothing,2,481.05,190.37,22,9272.66,0,0.23,0,Cash,Supplier_Y,740.817,380.74,0.0,0.0,360.077
T00100,2024-05-08,Store_C,Beauty,5,234.9,51.06,15,197.1,2,0.21,1,Card,Supplier_X,927.855,255.3,469.8,51.06,151.69499999999994
T00101,2024-05-15,Store_A,Sports,3,126.83,150.28,49,2550.83,1,0.24,0,Card,Supplier_Y,289.1724,450.84000000000003,126.83,0.0,-288.4976000000001
T00102,2024-03-03,Store_B,Beauty,5,471.49,15.05,20,1129.56,1,0.1,0,Card,Supplier_X,2121.705,75.25,471.49,0.0,1574.965
T00103,2024-05-18,Store_C,Home,4,305.83,258.88,3,7719.2,0,0.28,1,Cash,Supplier_Y,880.7904,1035.52,0.0,258.88,-413.6096000000001
T00104,2024-03-21,Store_A,Sports,2,61.58,357.63,32,3269.24,0,0.04,0,Cash,Supplier_X,118.2336,715.26,0.0,0.0,-597.0264
T00105,2024-06-11,Store_A,Electronics,5,290.61,354.53,46,8420.88,1,0.01,0,Card,Supplier_W,1438.5195,1772.6499999999999,290.61,0.0,-624.7404999999997
T00106,2024-10-15,Store_C,Beauty,2,255.28,281.32,13,8340.62,2,0.09,1,Mobile,Supplier_Y,464.6096,562.64,510.56,281.32,-889.9104
T00107,2024-09-17,Store_B,Home,3,429.24,188.98,18,6711.17,0,0.24,0,Mobile,Supplier_Z,978.6672,566.9399999999999,0.0,0.0,411.72720000000004
T00108,2024-08-18,Store_B,Sports,1,270.04,207.25,4,6691.24,2,0.2,1,Card,Supplier_X,216.03200000000004,207.25,540.08,207.25,-738.548
T00109,2024-02-10,Store_A,Beauty,5,135.06,59.08,35,7031.58,0,0.13,1,Cash,Supplier_Y,587.511,295.4,0.0,59.08,233.031
T00110,2024-01-28,Store_B,Clothing,5,341.07,139.7,30,6770.26,0,0.08,1,Cash,Supplier_Y,1568.922,698.5,0.0,139.7,730.722
T00111,2024-05-14,Store_B,Beauty,2,275.86,79.15,44,3930.39,2,0.02,0,Mobile,Supplier_X,540.6856,158.3,551.72,0.0,-169.33439999999996
T00112,2024-07-19,Store_B,Electronics,3,124.19,329.37,17,6859.99,2,0.1,0,Card,Supplier_Y,335.313,988.11,248.38,0.0,-901.177
T00113,2024-11-23,Store_A,Beauty,4,291.08,366.33,43,8984.33,2,0.14,1,Mobile,Supplier_Z,1001.3151999999999,1465.32,582.16,366.33,-1412.4948
T00114,2024-09-24,Store_C,Sports,3,412.55,217.08,30,3392.48,2,0.21,1,Mobile,Supplier_X,977.7435000000002,651.24,825.1,217.08,-715.6764999999999
T00115,2024-02-02,Store_B,Sports,5,24.0,292.47,29,9454.4,1,0.19,0,Card,Supplier_X,97.2,1462.3500000000001,24.0,0.0,-1389.15
T00116,2024-02-17,Store_A,Beauty,4,319.12,52.98,20,234.46,1,0.28,0,Mobile,Supplier_X,919.0656,211.92,319.12,0.0,388.02560000000005
T00117,2024-03-02,Store_A,Sports,3,181.3,245.37,46,3555.92,0,0.03,0,Cash,Supplier_X,527.5830000000001,736.11,0.0,0.0,-208.52699999999993
T00118,2024-08-03,Store_C,Clothing,1,153.41,282.6,29,1407.77,0,0.1,1,Mobile,Supplier_X,138.069,282.6,0.0,282.6,-427.1310000000001
T00119,2024-10-19,Store_B,Beauty,2,202.37,183.84,40,1353.54,0,0.14,0,Card,Supplier_Z,348.0764,367.68,0.0,0.0,-19.60360000000003
T00120,2024-04-08,Store_B,Clothing,3,177.59,101.09,3,8172.75,1,0.2,1,Cash,Supplier_X,426.216,303.27,177.59,101.09,-155.73400000000004
T00121,2024-06-20,Store_C,Clothing,3,417.8,351.56,4,9191.85,2,0.15,1,Cash,Supplier_Z,1065.39,1054.68,835.6,351.56,-1176.45
T00122,2024-12-25,Store_C,Home,1,144.65,298.45,40,7799.81,0,0.27,0,Mobile,Supplier_Z,105.5945,298.45,0.0,0.0,-192.8555
T00123,2024-08-01,Store_A,Beauty,5,369.24,360.44,44,9768.5,1,0.18,0,Cash,Supplier_Z,1513.8840000000002,1802.2,369.24,0.0,-657.5559999999998
T00124,2024-02-04,Store_A,Sports,2,56.09,328.27,9,2241.66,0,0.01,1,Card,Supplier_X,111.0582,656.54,0.0,328.27,-873.7518
T00125,2024-08-14,Store_C,Clothing,3,476.18,396.2,26,1493.92,1,0.03,1,Mobile,Supplier_Z,1385.6838,1188.6,476.18,396.2,-675.2962
T00126,2024-04-10,Store_B,Home,4,314.94,80.91,15,5254.97,2,0.23,0,Cash,Supplier_X,970.0152,323.64,629.88,0.0,16.495200000000068
T00127,2024-05-10,Store_A,Beauty,3,356.29,39.27,29,8307.47,1,0.21,1,Card,Supplier_Z,844.4073000000001,117.81,356.29,39.27,331.0373000000001
T00128,2024-09-13,Store_A,Beauty,2,156.04,138.12,12,494.41,2,0.05,0,Mobile,Supplier_X,296.476,276.24,312.08,0.0,-291.84399999999994
T00129,2024-01-05,Store_B,Electronics,3,211.93,55.96,35,9956.1,0,0.02,0,Card,Supplier_Y,623.0741999999999,167.88,0.0,0.0,455.1941999999999
T00130,2024-08-05,Store_A,Electronics,1,119.65,211.64,20,6062.23,2,0.17,1,Cash,Supplier_Y,99.3095,211.64,239.3,211.64,-563.2705
T00131,2024-09-11,Store_B,Clothing,3,466.94,255.05,44,9791.52,1,0.19,1,Mobile,Supplier_Z,1134.6642,765.1500000000001,466.94,255.05,-352.47580000000016
T00132,2024-12-24,Store_B,Electronics,3,249.17,233.42,39,3714.31,0,0.04,0,Mobile,Supplier_W,717.6096,700.26,0.0,0.0,17.34960000000001
T00133,2024-10-09,Store_B,Clothing,4,318.92,107.4,44,4634.44,0,0.14,1,Cash,Supplier_W,1097.0848,429.6,0.0,107.4,560.0848000000001
T00134,2024-07-25,Store_C,Sports,1,369.79,363.99,14,7548.38,1,0.09,1,Card,Supplier_Y,336.50890000000004,363.99,369.79,363.99,-761.2610999999999
T00135,2024-01-15,Store_C,Clothing,1,191.84,13.36,19,7947.73,2,0.28,0,Cash,Supplier_Z,138.1248,13.36,383.68,0.0,-258.9152
T00136,2024-12-11,Store_C,Electronics,3,362.85,142.47,19,2407.03,1,0.07,1,Mobile,Supplier_Z,1012.3515000000001,427.40999999999997,362.85,142.47,79.62150000000008
T00137,2024-02-11,Store_B,Sports,4,341.24,289.0,44,9305.03,2,0.22,0,Mobile,Supplier_Z,1064.6688000000001,1156.0,682.48,0.0,-773.8111999999999
T00138,2024-06-27,Store_B,Electronics,3,355.77,307.94,4,8687.49,2,0.16,1,Cash,Supplier_W,896.5404,923.8199999999999,711.54,307.94,-1046.7595999999999
T00139,2024-03-03,Store_C,Clothing,3,249.72,169.37,31,280.23,0,0.0,0,Card,Supplier_Y,749.16,508.11,0.0,0.0,241.04999999999995
T00140,2024-12-17,Store_A,Home,2,197.64,11.68,5,1372.82,2,0.16,1,Cash,Supplier_Z,332.0352,23.36,395.28,11.68,-98.28480000000002
T00141,2024-08-18,Store_B,Beauty,2,118.82,249.13,29,5011.36,0,0.03,1,Card,Supplier_Y,230.5108,498.26,0.0,249.13,-516.8792
T00142,2024-08-28,Store_A,Electronics,4,414.07,29.92,25,4663.46,1,0.2,1,Card,Supplier_Y,1325.0240000000001,119.68,414.07,29.92,761.3540000000002
T00143,2024-02-21,Store_A,Clothing,5,308.09,47.6,36,7113.07,1,0.17,1,Mobile,Supplier_X,1278.5734999999997,238.0,308.09,47.6,684.8834999999998
T00144,2024-04-05,Store_B,Sports,2,227.73,261.85,12,988.14,0,0.0,1,Card,Supplier_W,455.46,523.7,0.0,261.85,-330.0900000000001
T00145,2024-08-09,Store_B,Electronics,5,472.56,128.43,28,6484.07,0,0.06,1,Mobile,Supplier_Y,2221.032,642.1500000000001,0.0,128.43,1450.452
T00146,2024-08-18,Store_A,Electronics,1,33.44,142.47,4,6202.06,2,0.23,1,Card,Supplier_X,25.7488,142.47,66.88,142.47,-326.0712
T00147,2024-08-24,Store_A,Beauty,2,426.58,197.29,24,2412.83,0,0.08,1,Card,Supplier_W,784.9072,394.58,0.0,197.29,193.03719999999998
T00148,2024-05-22,Store_C,Clothing,2,498.82,391.54,12,5469.7,1,0.15,0,Mobile,Supplier_Z,847.9939999999999,783.08,498.82,0.0,-433.9060000000002
T00149,2024-06-19,Store_C,Home,4,444.6,386.35,23,2299.85,0,0.09,1,Card,Supplier_Z,1618.344,1545.4,0.0,386.35,-313.40599999999995
T00150,2024-01-29,Store_B,Sports,5,407.11,169.42,30,1554.54,0,0.28,1,Cash,Supplier_X,1465.596,847.0999999999999,0.0,169.42,449.07600000000014
T00151,2024-02-05,Store_C,Clothing,2,193.41,109.87,19,5774.04,0,0.16,1,Card,Supplier_Z,324.92879999999997,219.74,0.0,109.87,-4.681200000000047
T00152,2024-01-13,Store_C,Sports,2,123.34,124.52,7,9777.0,2,0.21,1,Mobile,Supplier_X,194.87720000000002,249.04,246.68,124.52,-425.3628
T00153,2024-06-08,Store_C,Electronics,4,370.08,111.17,8,2445.64,0,0.03,1,Mobile,Supplier_X,1435.9104,444.68,0.0,111.17,880.0604
T00154,2024-11-22,Store_C,Beauty,4,159.24,215.24,20,3617.83,2,0.01,0,Cash,Supplier_Z,630.5904,860.96,318.48,0.0,-548.8496
T00155,2024-07-05,Store_A,Beauty,5,96.26,244.71,19,2640.07,2,0.08,0,Card,Supplier_W,442.79600000000005,1223.55,192.52,0.0,-973.2739999999999
T00156,2024-08-30,Store_B,Home,1,395.4,198.07,14,2737.95,0,0.09,1,Cash,Supplier_X,359.81399999999996,198.07,0.0,198.07,-36.32600000000002
T00157,2024-03-26,Store_C,Beauty,1,163.15,166.16,25,4101.5,2,0.21,1,Card,Supplier_W,128.88850000000002,166.16,326.3,166.16,-529.7315
T00158,2024-10-10,Store_A,Electronics,3,458.08,88.46,41,7048.37,0,0.17,1,Cash,Supplier_W,1140.6191999999999,265.38,0.0,88.46,786.7792
T00159,2024-03-06,Store_A,Home,2,421.91,195.59,10,484.16,1,0.11,1,Mobile,Supplier_X,750.9998,391.18,421.91,195.59,-257.6802
T00160,2024-06-18,Store_A,Clothing,5,425.34,139.74,36,9575.53,1,0.2,0,Mobile,Supplier_W,1701.36,698.7,425.34,0.0,577.3199999999999
T00161,2024-02-14,Store_C,Beauty,2,388.07,218.93,40,558.17,2,0.05,1,Cash,Supplier_X,737.333,437.86,776.14,218.93,-695.5970000000001
T00162,2024-03-02,Store_C,Home,5,441.63,271.7,10,8824.41,1,0.02,0,Card,Supplier_Z,2163.987,1358.5,441.63,0.0,363.85699999999997
T00163,2024-05-13,Store_B,Electronics,5,404.82,255.16,26,8954.34,0,0.26,1,Card,Supplier_Z,1497.8339999999998,1275.8,0.0,255.16,-33.126000000000204
T00164,2024-10-10,Store_C,Sports,5,305.23,187.68,29,5292.44,2,0.17,0,Mobile,Supplier_Z,1266.7045,938.4000000000001,610.46,0.0,-282.1555000000001
